user_id,session_id,archetype,session_start,session_end,n_events,unique_items,unique_categories,n_item_view,n_compare,n_add_to_cart,n_remove_from_cart,n_checkout_start,n_purchase,conversion,total_dwell_time_s,total_gap_time_s,hesitation_index,path_signature
u_000157,s_7_0002759,browser,2025-12-18T23:59:00.653264Z,2025-12-18T23:59:14.373313Z,1,1,1,0,0,0,0,0,0,0,13.72,0.0,0.0,exit
u_000157,s_7_0002760,browser,2025-12-19T03:33:13.904855Z,2025-12-19T03:36:47.482900Z,9,9,5,3,2,0,0,0,0,0,177.823,35.755,0.18572,search->category_view->category_view->item_view->item_view->item_view->compare->compare->exit
u_000157,s_7_0002761,browser,2025-12-24T00:08:20.300431Z,2025-12-24T00:12:02.329232Z,11,11,5,1,1,2,0,0,0,0,120.514,101.514,0.12755,search->search->search->category_view->category_view->item_view->wishlist->compare->add_to_cart->add_to_cart->exit
u_000158,s_7_0002762,bargain_hunter,2025-12-01T20:53:11.820948Z,2025-12-01T20:54:56.685107Z,5,5,4,0,1,1,1,0,1,1,82.837,22.027,0.28881,compare->add_to_cart->remove_from_cart->purchase->exit
u_000158,s_7_0002763,bargain_hunter,2025-12-03T22:52:04.177005Z,2025-12-03T22:52:14.108874Z,1,1,1,0,0,0,0,0,0,0,9.932,0.0,0.0,exit
u_000158,s_7_0002764,bargain_hunter,2025-12-06T01:26:42.284836Z,2025-12-06T01:30:22.881029Z,9,9,5,2,0,0,1,0,0,0,110.335,110.261,0.09117,landing->category_view->category_view->category_view->category_view->item_view->item_view->remove_from_cart->exit
u_000158,s_7_0002765,bargain_hunter,2025-12-07T20:49:04.397407Z,2025-12-07T20:50:48.572111Z,6,6,5,1,1,1,1,1,0,0,67.442,36.732,0.24558,search->item_view->compare->add_to_cart->remove_from_cart->checkout_start
u_000158,s_7_0002766,bargain_hunter,2025-12-16T05:08:43.602888Z,2025-12-16T05:10:13.441402Z,6,6,3,0,0,3,0,0,1,1,73.39,16.449,0.00548,search->add_to_cart->add_to_cart->add_to_cart->purchase->exit
u_000158,s_7_0002767,bargain_hunter,2025-12-16T09:06:49.528994Z,2025-12-16T09:08:16.567161Z,5,5,3,2,0,0,0,0,0,0,48.897,38.141,0.01526,search->category_view->item_view->item_view->exit
u_000158,s_7_0002768,bargain_hunter,2025-12-19T11:33:58.160276Z,2025-12-19T11:40:41.396701Z,14,14,6,1,2,0,0,1,1,1,338.005,65.231,0.15218,landing->search->search->search->search->category_view->category_view->item_view->wishlist->compare->compare->checkout_start->purchase->exit
u_000158,s_7_0002769,bargain_hunter,2025-12-23T05:01:51.752567Z,2025-12-23T05:04:15.877240Z,6,6,3,2,0,0,0,0,0,0,104.264,39.86,0.07995,category_view->category_view->item_view->item_view->wishlist->exit
u_000158,s_7_0002770,bargain_hunter,2025-12-25T05:33:37.137858Z,2025-12-25T05:39:31.267787Z,13,12,7,2,1,0,0,0,1,1,153.197,200.933,0.12322,landing->landing->search->search->search->category_view->category_view->item_view->item_view->wishlist->compare->purchase->exit
u_000158,s_7_0002771,bargain_hunter,2025-12-25T13:22:51.006283Z,2025-12-25T13:26:46.246154Z,9,8,4,1,3,0,0,1,0,0,131.496,103.744,0.37861,search->item_view->wishlist->wishlist->compare->compare->compare->checkout_start->exit
u_000159,s_7_0002772,browser,2025-11-29T08:30:15.107065Z,2025-11-29T08:42:41.280909Z,15,15,7,8,0,1,0,0,0,0,144.373,601.801,0.10691,landing->search->search->category_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->add_to_cart->exit
u_000159,s_7_0002773,browser,2025-11-30T18:19:09.200985Z,2025-11-30T18:21:54.112441Z,6,3,4,1,0,0,2,0,0,0,112.883,52.028,0.21734,landing->landing->item_view->remove_from_cart->remove_from_cart->exit
u_000159,s_7_0002774,browser,2025-12-01T08:53:09.933264Z,2025-12-01T08:59:37.018696Z,7,7,5,2,1,0,1,0,0,0,134.249,252.837,0.27224,category_view->category_view->item_view->item_view->compare->remove_from_cart->exit
u_000159,s_7_0002775,browser,2025-12-05T09:53:36.775897Z,2025-12-05T09:56:32.354043Z,5,5,4,3,0,1,0,0,0,0,66.888,108.69,0.04348,item_view->item_view->item_view->add_to_cart->exit
u_000159,s_7_0002776,browser,2025-12-07T14:26:59.451333Z,2025-12-07T14:31:48.136492Z,9,8,4,3,2,0,0,0,0,0,209.846,78.839,0.23974,landing->category_view->item_view->item_view->item_view->wishlist->compare->compare->exit
u_000159,s_7_0002777,browser,2025-12-09T14:06:59.220539Z,2025-12-09T14:13:32.487267Z,10,10,8,4,1,1,0,0,0,0,97.247,296.019,0.1792,category_view->category_view->category_view->item_view->item_view->item_view->item_view->wishlist->compare->add_to_cart
u_000159,s_7_0002778,browser,2025-12-10T00:46:37.754736Z,2025-12-10T00:55:48.099318Z,17,16,7,5,1,2,0,1,0,0,337.749,212.595,0.07207,landing->search->category_view->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->compare->add_to_cart->add_to_cart->checkout_start->exit
u_000159,s_7_0002779,browser,2025-12-12T12:16:22.263744Z,2025-12-12T12:20:05.498653Z,11,11,6,2,0,1,0,0,0,0,97.919,125.316,0.02278,search->search->search->search->category_view->category_view->category_view->item_view->item_view->add_to_cart->exit
u_000159,s_7_0002780,browser,2025-12-14T02:25:03.905587Z,2025-12-14T02:28:38.130388Z,8,7,6,4,1,0,0,0,0,0,122.258,91.967,0.12299,search->category_view->item_view->item_view->item_view->item_view->compare->exit
u_000159,s_7_0002781,browser,2025-12-15T19:24:10.973705Z,2025-12-15T19:27:07.249667Z,6,6,5,0,0,0,0,0,0,0,86.617,89.659,0.09655,search->search->category_view->category_view->wishlist->exit
u_000159,s_7_0002782,browser,2025-12-18T01:02:48.812634Z,2025-12-18T01:04:41.174807Z,7,6,4,1,1,1,0,0,1,1,74.478,37.884,0.18225,category_view->item_view->wishlist->compare->add_to_cart->purchase->exit
u_000159,s_7_0002783,browser,2025-12-24T11:40:57.402754Z,2025-12-24T11:45:53.455950Z,14,11,6,3,1,0,2,2,0,0,197.22,98.833,0.21412,category_view->category_view->category_view->item_view->item_view->item_view->wishlist->wishlist->compare->remove_from_cart->remove_from_cart->checkout_start->checkout_start->exit
u_000159,s_7_0002784,browser,2025-12-25T10:28:44.744969Z,2025-12-25T10:37:41.842554Z,11,11,5,6,1,0,0,0,1,1,148.99,388.107,0.17966,search->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->compare->purchase->exit
u_000159,s_7_0002785,browser,2025-12-25T16:52:01.798839Z,2025-12-25T17:00:41.065281Z,21,19,8,7,0,2,1,4,1,1,233.298,285.968,0.0939,search->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->wishlist->add_to_cart->add_to_cart->remove_from_cart->checkout_start->checkout_start->checkout_start->...
u_000159,s_7_0002786,browser,2025-12-25T21:24:22.338384Z,2025-12-25T21:25:01.837271Z,2,2,2,0,0,0,0,0,0,0,17.894,21.605,0.0216,category_view->exit
u_000160,s_7_0002787,bargain_hunter,2025-11-26T15:35:20.268003Z,2025-11-26T15:39:09.416866Z,11,11,6,7,1,1,0,0,0,0,124.952,104.197,0.09167,category_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->compare->add_to_cart->exit
u_000160,s_7_0002788,bargain_hunter,2025-11-30T07:14:53.623324Z,2025-11-30T07:17:42.498378Z,8,8,5,1,0,1,0,1,0,0,120.083,48.792,0.0622,search->search->category_view->item_view->wishlist->add_to_cart->checkout_start->exit
u_000160,s_7_0002789,bargain_hunter,2025-12-01T22:32:34.426664Z,2025-12-01T22:35:20.366117Z,8,8,6,1,0,0,1,0,0,0,119.197,46.743,0.13669,search->search->category_view->category_view->item_view->wishlist->remove_from_cart->exit
u_000160,s_7_0002790,bargain_hunter,2025-12-02T01:59:53.974023Z,2025-12-02T02:22:47.720841Z,38,36,8,15,4,1,3,2,0,0,425.645,948.101,0.19201,landing->landing->landing->search->search->search->search->search->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->...
u_000160,s_7_0002791,bargain_hunter,2025-12-02T22:44:42.852038Z,2025-12-02T22:46:03.508902Z,3,2,2,1,0,0,0,0,1,1,62.102,18.555,0.01237,item_view->purchase->exit
u_000160,s_7_0002792,bargain_hunter,2025-12-04T03:59:43.189598Z,2025-12-04T04:00:39.709349Z,2,1,1,0,0,0,0,0,0,0,35.285,21.235,0.02123,search->exit
u_000160,s_7_0002793,bargain_hunter,2025-12-05T00:28:17.913275Z,2025-12-05T00:30:14.441226Z,4,3,3,0,1,0,0,1,0,0,59.861,56.667,0.32833,wishlist->compare->checkout_start->exit
u_000160,s_7_0002794,bargain_hunter,2025-12-10T13:00:23.405421Z,2025-12-10T13:04:05.060846Z,7,6,5,3,1,0,2,0,0,0,110.088,111.568,0.31759,search->item_view->item_view->item_view->compare->remove_from_cart->remove_from_cart
u_000160,s_7_0002795,bargain_hunter,2025-12-13T09:31:20.348661Z,2025-12-13T09:32:50.136398Z,6,6,4,4,0,0,1,0,0,0,68.772,21.016,0.10701,search->item_view->item_view->item_view->item_view->remove_from_cart
u_000160,s_7_0002796,bargain_hunter,2025-12-14T05:52:52.935053Z,2025-12-14T05:53:36.711542Z,3,3,2,0,0,0,0,0,0,0,36.003,7.774,0.00518,landing->category_view->exit
u_000160,s_7_0002797,bargain_hunter,2025-12-15T21:30:56.740504Z,2025-12-15T21:36:58.146414Z,17,16,7,4,0,1,2,2,0,0,246.255,115.151,0.08414,landing->landing->search->search->search->search->category_view->item_view->item_view->item_view->item_view->add_to_cart->remove_from_cart->remove_from_cart->checkout_start->checkout_start->exit
u_000160,s_7_0002798,bargain_hunter,2025-12-16T05:42:27.679301Z,2025-12-16T05:43:00.953937Z,2,2,2,0,0,1,0,0,0,0,27.13,6.145,0.00614,add_to_cart->exit
u_000160,s_7_0002799,bargain_hunter,2025-12-19T07:33:56.037816Z,2025-12-19T07:36:27.720582Z,6,6,4,1,0,0,0,1,0,0,64.72,86.962,0.09565,category_view->category_view->item_view->wishlist->checkout_start->exit
u_000160,s_7_0002800,bargain_hunter,2025-12-19T08:34:21.306972Z,2025-12-19T08:37:35.621984Z,7,7,5,3,0,0,1,0,0,0,71.749,122.566,0.12073,category_view->category_view->item_view->item_view->item_view->remove_from_cart->exit
u_000160,s_7_0002801,bargain_hunter,2025-12-23T16:40:15.244036Z,2025-12-23T16:41:23.203194Z,5,5,4,0,1,1,0,0,0,0,33.769,34.19,0.17368,landing->category_view->compare->add_to_cart->exit
u_000161,s_7_0002802,decisive,2025-11-30T23:15:42.866758Z,2025-11-30T23:27:39.206656Z,27,24,7,9,3,5,1,2,0,0,299.281,417.059,0.142,landing->landing->search->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->compare->compare->...
u_000161,s_7_0002803,decisive,2025-12-11T21:35:43.362267Z,2025-12-11T21:40:30.064819Z,10,10,7,4,1,0,1,0,0,0,133.791,152.912,0.17058,landing->landing->search->item_view->item_view->item_view->item_view->compare->remove_from_cart->exit
u_000161,s_7_0002804,decisive,2025-12-17T07:03:02.385334Z,2025-12-17T07:10:09.391120Z,11,11,5,3,1,1,0,1,0,0,134.867,292.139,0.19857,landing->search->item_view->item_view->item_view->wishlist->wishlist->compare->add_to_cart->checkout_start->exit
u_000161,s_7_0002805,decisive,2025-12-17T12:34:45.953353Z,2025-12-17T12:50:38.247028Z,28,27,8,6,0,7,1,2,0,0,310.726,641.568,0.1244,search->search->search->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->wishlist->wishlist->wishlist->add_to_cart->...
u_000161,s_7_0002806,decisive,2025-12-21T03:05:20.602648Z,2025-12-21T03:06:32.560668Z,4,3,3,1,0,0,0,0,1,1,31.773,40.185,0.12009,item_view->wishlist->purchase->exit
u_000161,s_7_0002807,decisive,2025-12-23T06:51:29.800025Z,2025-12-23T06:53:02.149615Z,3,2,3,2,0,0,0,0,0,0,78.447,13.902,0.00927,item_view->item_view->exit
u_000161,s_7_0002808,decisive,2025-12-23T13:23:16.611576Z,2025-12-23T13:34:14.091721Z,19,19,8,6,1,1,1,2,0,0,217.649,439.831,0.16209,landing->landing->search->search->search->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->wishlist->compare->add_to_cart->remove_from_cart->checkout_start->checkout_start->...
u_000162,s_7_0002809,bargain_hunter,2025-11-27T06:13:20.159202Z,2025-11-27T06:21:26.734422Z,14,13,6,6,2,0,1,0,1,1,236.525,250.05,0.22144,search->search->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->compare->compare->remove_from_cart->purchase->exit
u_000162,s_7_0002810,bargain_hunter,2025-12-02T23:31:12.620704Z,2025-12-02T23:31:39.206856Z,2,2,2,0,0,0,0,1,0,0,24.545,2.041,0.00204,checkout_start->exit
u_000162,s_7_0002811,bargain_hunter,2025-12-03T06:57:10.384505Z,2025-12-03T07:05:39.174114Z,17,16,8,6,1,3,0,0,0,0,291.621,217.168,0.09614,landing->search->search->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->compare->add_to_cart->add_to_cart->add_to_cart->exit
u_000162,s_7_0002812,bargain_hunter,2025-12-05T11:58:55.374987Z,2025-12-05T12:00:07.450375Z,4,4,3,0,0,1,0,0,0,0,50.451,21.624,0.01081,landing->search->add_to_cart->exit
u_000162,s_7_0002813,bargain_hunter,2025-12-09T07:28:14.952785Z,2025-12-09T07:35:16.553029Z,12,12,8,5,3,0,0,1,0,0,135.434,286.166,0.24769,landing->landing->item_view->item_view->item_view->item_view->item_view->compare->compare->compare->checkout_start->exit
u_000162,s_7_0002814,bargain_hunter,2025-12-16T05:28:06.733371Z,2025-12-16T05:29:43.998421Z,2,1,2,0,1,0,0,0,0,0,87.259,10.006,0.41001,compare->exit
u_000162,s_7_0002815,bargain_hunter,2025-12-16T07:41:16.722341Z,2025-12-16T07:49:44.414900Z,8,8,4,3,1,0,1,0,0,0,91.497,416.195,0.27905,search->category_view->item_view->item_view->item_view->compare->remove_from_cart->exit
u_000162,s_7_0002816,bargain_hunter,2025-12-16T23:45:42.729372Z,2025-12-16T23:49:02.474514Z,13,13,7,4,2,0,0,1,0,0,95.122,104.623,0.16994,landing->search->category_view->category_view->item_view->item_view->item_view->item_view->wishlist->compare->compare->checkout_start->exit
u_000162,s_7_0002817,bargain_hunter,2025-12-18T10:40:07.755502Z,2025-12-18T10:44:17.873992Z,5,5,3,1,0,0,0,0,0,0,89.788,160.33,0.14413,search->search->item_view->wishlist->exit
u_000162,s_7_0002818,bargain_hunter,2025-12-19T14:05:53.583792Z,2025-12-19T14:09:05.630245Z,9,8,6,3,1,0,0,0,0,0,98.666,93.38,0.15408,search->category_view->category_view->item_view->item_view->item_view->wishlist->compare->exit
u_000162,s_7_0002819,bargain_hunter,2025-12-21T06:58:16.589348Z,2025-12-21T07:15:47.153061Z,28,27,7,12,2,2,0,1,0,0,491.747,558.817,0.11134,search->search->search->search->search->search->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->...
u_000163,s_7_0002820,browser,2025-11-29T06:37:44.176239Z,2025-11-29T06:39:11.482732Z,3,3,2,1,0,0,0,0,0,0,21.967,65.34,0.17689,item_view->wishlist->exit
u_000163,s_7_0002821,browser,2025-12-03T01:17:06.928957Z,2025-12-03T01:25:08.316317Z,12,11,7,4,0,0,1,1,0,0,115.174,366.213,0.14437,search->search->category_view->category_view->item_view->item_view->item_view->item_view->wishlist->remove_from_cart->checkout_start->exit
u_000163,s_7_0002822,browser,2025-12-03T19:57:33.642887Z,2025-12-03T20:04:45.082354Z,5,5,5,3,0,1,0,0,0,0,73.258,358.182,0.14327,category_view->item_view->item_view->item_view->add_to_cart
u_000163,s_7_0002823,browser,2025-12-05T20:24:55.622069Z,2025-12-05T20:25:29.158941Z,2,2,2,1,0,0,0,0,0,0,10.348,23.188,0.02319,item_view->exit
u_000163,s_7_0002824,browser,2025-12-06T04:10:30.482086Z,2025-12-06T04:15:51.340431Z,6,6,6,1,0,0,0,0,0,0,65.693,255.165,0.08505,search->search->category_view->category_view->item_view->exit
u_000163,s_7_0002825,browser,2025-12-07T12:24:04.315982Z,2025-12-07T12:24:38.369130Z,1,1,1,0,0,0,0,0,0,0,34.053,0.0,0.0,exit
u_000163,s_7_0002826,browser,2025-12-10T22:34:30.105725Z,2025-12-10T22:36:31.640865Z,4,4,3,1,0,0,0,0,1,1,59.635,61.9,0.03095,category_view->item_view->purchase->exit
u_000163,s_7_0002827,browser,2025-12-11T17:40:26.936113Z,2025-12-11T17:42:38.938519Z,4,4,3,1,0,0,0,0,0,0,34.026,97.976,0.04899,landing->category_view->item_view->exit
u_000163,s_7_0002828,browser,2025-12-13T03:55:49.945271Z,2025-12-13T04:05:11.666079Z,13,13,8,6,1,1,0,1,0,0,164.511,397.21,0.12265,search->search->category_view->item_view->item_view->item_view->item_view->item_view->item_view->compare->add_to_cart->checkout_start->exit
u_000163,s_7_0002829,browser,2025-12-13T12:10:19.281847Z,2025-12-13T12:18:54.452916Z,18,18,7,6,2,1,0,1,0,0,217.322,297.849,0.12198,search->search->search->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->compare->compare->add_to_cart->checkout_start->exit
u_000163,s_7_0002830,browser,2025-12-16T07:22:16.774191Z,2025-12-16T07:25:57.931335Z,10,8,7,2,0,0,1,0,0,0,128.34,92.817,0.15856,category_view->category_view->category_view->category_view->item_view->item_view->wishlist->wishlist->remove_from_cart->exit
u_000163,s_7_0002831,browser,2025-12-18T23:19:22.867502Z,2025-12-18T23:21:06.432727Z,3,3,3,1,0,0,0,0,0,0,21.952,81.613,0.18774,item_view->wishlist->exit
u_000163,s_7_0002832,browser,2025-12-19T03:02:42.448665Z,2025-12-19T03:03:40.575740Z,2,2,2,0,0,0,0,0,0,0,54.983,3.144,0.00314,category_view->exit
u_000163,s_7_0002833,browser,2025-12-24T00:43:30.471388Z,2025-12-24T00:45:50.851798Z,5,3,4,2,1,0,0,0,0,0,101.155,39.225,0.25569,search->item_view->item_view->wishlist->compare
u_000163,s_7_0002834,browser,2025-12-25T23:58:35.156920Z,2025-12-26T00:07:58.204435Z,26,23,8,8,3,1,1,3,1,1,386.433,176.615,0.15974,search->search->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->wishlist->compare->compare->...
u_000164,s_7_0002835,browser,2025-11-29T07:59:53.170432Z,2025-11-29T08:00:54.093839Z,4,4,4,1,1,0,1,0,0,0,39.976,20.948,0.36047,item_view->compare->remove_from_cart->exit
u_000164,s_7_0002836,browser,2025-12-04T01:04:04.967939Z,2025-12-04T01:09:38.636410Z,10,9,6,2,1,1,1,1,1,1,167.546,166.123,0.21322,category_view->item_view->item_view->wishlist->compare->add_to_cart->remove_from_cart->checkout_start->purchase->exit
u_000164,s_7_0002837,browser,2025-12-04T07:42:34.011372Z,2025-12-04T07:44:34.604463Z,7,4,6,3,0,3,0,0,0,0,96.414,24.179,0.00691,item_view->item_view->item_view->add_to_cart->add_to_cart->add_to_cart->exit
u_000164,s_7_0002838,browser,2025-12-11T15:08:46.678234Z,2025-12-11T15:14:37.704380Z,13,11,8,2,1,1,0,0,1,1,221.046,129.98,0.1123,landing->search->search->category_view->category_view->category_view->item_view->item_view->wishlist->compare->add_to_cart->purchase->exit
u_000164,s_7_0002839,browser,2025-12-15T15:44:51.926665Z,2025-12-15T15:49:54.233216Z,7,6,4,4,1,0,0,1,0,0,90.23,212.076,0.17488,search->item_view->item_view->item_view->item_view->compare->checkout_start
u_000164,s_7_0002840,browser,2025-12-18T09:01:35.133898Z,2025-12-18T09:16:03.235953Z,23,20,8,11,1,0,0,1,0,0,267.695,600.408,0.13917,landing->search->search->search->search->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->...
u_000164,s_7_0002841,browser,2025-12-19T19:32:14.006148Z,2025-12-19T19:34:31.998134Z,5,5,4,1,0,1,0,0,0,0,109.474,28.518,0.01141,category_view->category_view->item_view->add_to_cart->exit
u_000164,s_7_0002842,browser,2025-12-20T23:14:46.421306Z,2025-12-20T23:18:24.049758Z,3,3,3,0,0,0,0,0,0,0,29.247,188.382,0.12559,search->category_view->exit
u_000164,s_7_0002843,browser,2025-12-22T10:01:17.627666Z,2025-12-22T10:01:44.455200Z,2,2,2,0,0,0,0,0,1,1,26.124,0.703,0.0007,purchase->exit
u_000164,s_7_0002844,browser,2025-12-22T17:08:58.907343Z,2025-12-22T17:16:31.118020Z,17,17,8,5,2,1,1,1,0,0,244.063,208.147,0.1539,search->search->search->search->search->category_view->item_view->item_view->item_view->item_view->item_view->compare->compare->add_to_cart->remove_from_cart->checkout_start->exit
u_000164,s_7_0002845,browser,2025-12-23T02:13:13.053096Z,2025-12-23T02:19:55.758433Z,11,10,7,2,1,1,0,1,0,0,176.301,226.405,0.11389,search->category_view->category_view->category_view->category_view->item_view->item_view->compare->add_to_cart->checkout_start->exit
u_000164,s_7_0002846,browser,2025-12-23T13:03:52.987722Z,2025-12-23T13:08:21.825153Z,3,3,2,1,0,0,0,0,0,0,32.814,236.024,0.15735,category_view->item_view->exit
u_000165,s_7_0002847,researcher,2025-11-27T04:53:00.870679Z,2025-11-27T05:04:41.672066Z,20,17,7,6,3,1,0,1,0,0,299.172,401.629,0.22016,landing->search->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->wishlist->wishlist->compare->compare->compare->...
u_000165,s_7_0002848,researcher,2025-11-27T13:52:19.836255Z,2025-11-27T13:52:22.350257Z,1,1,1,0,0,0,0,0,0,0,2.514,0.0,0.0,exit
u_000165,s_7_0002849,researcher,2025-11-27T23:10:20.385572Z,2025-11-27T23:11:25.591745Z,2,2,2,0,0,0,0,0,0,0,4.85,60.356,0.06036,search->exit
u_000165,s_7_0002850,researcher,2025-12-01T00:18:17.016059Z,2025-12-01T00:23:03.259518Z,7,7,5,1,1,1,0,1,0,0,101.023,185.221,0.16721,search->category_view->category_view->item_view->compare->add_to_cart->checkout_start
u_000165,s_7_0002851,researcher,2025-12-03T00:32:38.245702Z,2025-12-03T00:43:44.152879Z,25,24,7,13,1,4,0,2,0,0,312.711,353.197,0.10826,landing->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->wishlist->wishlist->compare->...
u_000165,s_7_0002852,researcher,2025-12-05T16:23:33.249266Z,2025-12-05T16:33:54.451767Z,17,14,6,7,2,0,0,2,0,0,273.981,347.222,0.18203,category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->wishlist->compare->compare->checkout_start->checkout_start->exit
u_000165,s_7_0002853,researcher,2025-12-09T23:18:17.971961Z,2025-12-09T23:20:12.980530Z,4,1,4,1,0,0,0,0,1,1,95.214,19.795,0.1099,item_view->wishlist->purchase->exit
u_000165,s_7_0002854,researcher,2025-12-11T02:59:09.987172Z,2025-12-11T03:06:55.457191Z,14,13,5,4,1,4,0,1,1,1,227.915,237.555,0.11965,search->item_view->item_view->item_view->item_view->wishlist->compare->add_to_cart->add_to_cart->add_to_cart->add_to_cart->checkout_start->purchase->exit
u_000165,s_7_0002855,researcher,2025-12-12T01:59:55.389260Z,2025-12-12T02:03:09.426695Z,9,7,5,3,2,0,0,1,0,0,130.29,63.747,0.19194,landing->search->item_view->item_view->item_view->compare->compare->checkout_start->exit
u_000165,s_7_0002856,researcher,2025-12-12T02:07:14.606538Z,2025-12-12T02:12:16.560814Z,11,11,8,7,1,0,0,0,0,0,159.698,142.256,0.17132,item_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->wishlist->compare->exit
u_000165,s_7_0002857,researcher,2025-12-12T08:14:30.152410Z,2025-12-12T08:31:20.888093Z,27,25,8,11,6,2,0,0,0,0,451.779,558.956,0.21918,search->category_view->category_view->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->...
u_000165,s_7_0002858,researcher,2025-12-14T01:41:42.856550Z,2025-12-14T01:42:56.207293Z,4,4,3,2,0,0,0,0,0,0,64.124,9.227,0.00461,category_view->item_view->item_view->exit
u_000165,s_7_0002859,researcher,2025-12-14T05:13:34.087062Z,2025-12-14T05:14:00.216546Z,2,2,2,0,0,0,0,0,0,0,12.507,13.622,0.01362,landing->exit
u_000165,s_7_0002860,researcher,2025-12-15T13:51:11.114644Z,2025-12-15T13:52:02.217460Z,3,3,2,2,0,0,0,0,0,0,32.539,18.563,0.01238,item_view->item_view->exit
u_000165,s_7_0002861,researcher,2025-12-15T15:44:25.181647Z,2025-12-15T15:51:06.044301Z,11,11,7,2,0,0,2,0,0,0,152.762,248.101,0.1542,landing->landing->search->search->search->category_view->item_view->item_view->remove_from_cart->remove_from_cart->exit
u_000165,s_7_0002862,researcher,2025-12-16T04:52:54.165815Z,2025-12-16T04:59:11.780452Z,9,9,6,1,1,1,0,1,0,0,96.173,281.442,0.19588,search->search->search->item_view->wishlist->compare->add_to_cart->checkout_start->exit
u_000165,s_7_0002863,researcher,2025-12-16T15:54:26.358123Z,2025-12-16T15:57:49.632340Z,3,3,3,1,0,0,0,0,0,0,49.122,154.153,0.10277,search->item_view->exit
u_000165,s_7_0002864,researcher,2025-12-16T20:02:42.808686Z,2025-12-16T20:12:17.948268Z,21,20,8,6,3,2,0,0,0,0,293.112,282.027,0.16019,landing->landing->landing->search->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->compare->compare->compare->...
u_000165,s_7_0002865,researcher,2025-12-18T02:15:09.937806Z,2025-12-18T02:15:27.725920Z,1,1,1,0,0,0,0,0,0,0,17.788,0.0,0.0,exit
u_000165,s_7_0002866,researcher,2025-12-22T14:26:40.349229Z,2025-12-22T14:35:38.928774Z,23,19,8,7,5,1,0,1,0,0,308.296,230.283,0.22872,search->search->search->category_view->category_view->category_view->category_view->item_view->item_view->item_view->item_view->item_view->item_view->item_view->wishlist->wishlist->compare->compare->...
u_000165,s_7_0002867,researcher,2025-12-24T19:37:58.170567Z,2025-12-24T19:38:29.876380Z,3,3,3,1,0,0,0,0,0,0,20.387,11.319,0.00755,landing->item_view->exit
u_000166,s_7_0002868,decisive,2025-11-27T00:00:28.774801Z,2025-11-27T00:10:04.961984Z,16,14,8,4,1,0,2,1,0,0,229.839,346.348,0.21829,search->search->category_view->category_view->category_view->item_view->item_view->item_view->item_view->wishlist->wishlist->compare->remove_from_cart->remove_from_cart->checkout_start->exit
u_000166,s_7_0002869,decisive,2025-11-28T22:10:25.515646Z,2025-11-28T22:15:16.955517Z,8,8,4,1,0,1,0,0,0,0,111.973,179.467,0.04487,search->search->search->category_view->category_view->item_view->add_to_cart->exit
u_000166,s_7_0002870,decisive,2025-12-01T02:09:58.255118Z,2025-12-01T02:11:25.033948Z,3,1,3,1,0,1,0,0,0,0,67.142,19.637,0.01309,item_view->add_to_cart->exit
u_000166,s_7_0002871,decisive,2025-12-04T05:51:21.060483Z,2025-12-04T05:51:50.151798Z,2,2,1,0,0,0,0,0,1,1,17.009,12.082,0.01208,purchase->exit
u_000166,s_7_0002872,decisive,2025-12-08T07:09:23.861349Z,2025-12-08T07:12:16.047859Z,7,6,5,2,1,0,1,0,0,0,145.044,27.142,0.2649,category_view->item_view->item_view->wishlist->compare->remove_from_cart->exit
u_000166,s_7_0002873,decisive,2025-12-10T22:12:31.471633Z,2025-12-10T22:15:34.039904Z,8,7,6,1,3,0,0,0,0,0,93.479,89.089,0.32227,landing->search->search->item_view->compare->compare->compare->exit
